BOLD Process-ID	MUSIT no with prefix	Vitenskapelig navn i BOLD	sekvenslengde	Validert vitenskapelig navn etter strekkoding	valideringsmetode	Ekspert
NOBAS317-14	O-F-75641	Cortinarius sp. BD13	651[0n]	Validert	ekspert	Balint Dima
NOBAS318-14	O-F-75642	Cortinarius variegatus	352[0n]	Validert	ekspert	Balint Dima
NOBAS319-14	O-F-75643	Cortinarius quarciticus	372[0n]	Validert	ekspert	Balint Dima
NOBAS320-14	O-F-75644	Cortinarius flexipes var. flabellus	558[0n]	Validert		
NOBAS321-14	O-F-75645	Cortinarius tiliae	648[0n]	Validert	ekspert	Balint Dima
NOBAS322-14	O-F-75646	Cortinarius flavovirens	423[1n]	Validert	ekspert	Balint Dima
NOBAS323-14	O-F-75647	Hemipholiota heteroclita	0[n]	no sequence		
NOBAS324-14	O-F-75648	Phellodon sp.	561[0n]			
NOBAS325-14	O-F-75649	Cortinarius venustus	561[0n]	Validert	ekspert	Balint Dima
NOBAS326-14	O-F-75650	Cortinarius sp. TEB04	565[0n]	Validert		
NOBAS327-14	O-F-75651	Cortinarius alboviolaceus	558[0n]	Validert	unite, ekspert	Balint Dima
NOBAS328-14	O-F-75652	Hypholoma lateritium	656[1n]	Validert	unite, dendrogram	
NOBAS329-14	O-F-75653	Cortinarius salor	649[0n]	Validert	unite	
NOBAS330-14	O-F-75654	Clitocybula platyphylla	681[0n]	Validert	unite	
NOBAS331-14	O-F-75655	Cortinarius pinigaudis	0[n]	no sequence		
NOBAS332-14	O-F-75656	Cortinarius clarobrunneus	407[0n]	Validert	dendrogram	
NOBAS333-14	O-F-75657	Inocybe melanopus	0[n]	no sequence		
NOBAS334-14	O-F-75658	Cortinarius flexipes	558[0n]	Validert		
NOBAS335-14	O-F-75659	Suillus luteus	393[0n]	Validert	unite	
NOBAS336-14	O-F-75660	Cortinarius turmalis	643[0n]	Validert	ekspert	Balint Dima
NOBAS337-14	O-F-75661	Cortinarius nanceiensis	640[0n]	Validert	ekspert	Balint Dima
NOBAS338-14	O-F-75662	Cortinarius caninus	643[0n]	Validert	ekspert	Balint Dima
NOBAS339-14	O-F-75663	Russula paludosa	657[0n]	Validert	unite	
NOBAS340-14	O-F-75664	Lactarius aurantiacus	695[0n]	Validert	unite	
NOBAS341-14	O-F-75665	Russula delica	0[n]	no sequence		
NOBAS342-14	O-F-75666	Russula aeruginea	626[0n]	Validert	unite	
NOBAS343-14	O-F-75667	Russula badia	0[n]	no sequence		
NOBAS344-14	O-F-75668	Lactarius flexuosus	441[0n]	Validert	unite	
NOBAS345-14	O-F-75669	Russula integra	666[0n]	Validert	unite	
NOBAS346-14	O-F-75670	Cortinarius violaceus	652[0n]	Validert	ekspert	Balint Dima
NOBAS347-14	O-F-75671	Inonotus rheades	705[0n]	Validert	unite	
NOBAS348-14	O-F-75672	Russula gracillima	584[0n]	Validert	unite	
NOBAS349-14	O-F-75673	Cortinarius largus	454[0n]	Validert	ekspert	Balint Dima
NOBAS350-14	O-F-75674	Cortinarius chromataphilus	0[n]	no sequence		
NOBAS351-14	O-F-75675	Lactarius vietus	691[0n]	Validert	unite	
NOBAS352-14	O-F-75676	Suillus variegatus	615[0n]	Validert	unite	
NOBAS353-14	O-F-75677	Cortinarius porphyropus	0[n]	no sequence		
NOBAS354-14	O-F-75678	Lactarius lignyotus	661[0n]	Validert	unite	
NOBAS355-14	O-F-75679	Lactarius lilacinus	640[0n]	Validert	unite	
NOBAS356-14	O-F-75680	Lactarius helvus	689[0n]	Validert	unite	
NOBAS357-14	O-F-75681	Russula decolorans	613[0n]	Validert	unite	
NOBAS358-14	O-F-75682	Hygrophorus camarophyllus	499[0n]	Validert	unite	
NOBAS359-14	O-F-75683	Cortinarius evernius	0[n]	no sequence		
NOBAS360-14	O-F-75684	Lactarius sp.	491[0n]			Annemieke Verbeken
NOBAS361-14	O-F-75685	Lactarius quietus	649[0n]	Validert	unite	
NOBAS362-14	O-F-75686	Entoloma araneosum	0[n]	no sequence		
NOBAS363-14	O-F-75687	Cortinarius camphoratus	601[0n]	Validert	ekspert	Balint Dima
NOBAS364-14	O-F-75688	Russula aurea	0[n]	no sequence		
NOBAS365-14	O-F-75689	Lactarius serifluus	0[n]	no sequence		
NOBAS366-14	O-F-75690	Cortinarius malachius	350[0n]	Validert	dendrogram, ekspert	Balint Dima
NOBAS367-14	O-F-75691	Lactarius deterrimus	0[n]	no sequence		
NOBAS368-14	O-F-75692	Lactarius repraesentaneus	645[0n]	Validert	unite	
NOBAS369-14	O-F-75693	Clavulinopsis helvola	382[0n]	Validert	unite	
NOBAS370-14	O-F-75694	Cortinarius pansa	586[0n]	Validert	ekspert	Balint Dima
NOBAS371-14	O-F-75695	Cortinarius raphanoides	504[0n]	Validert	ekspert	Balint Dima
NOBAS372-14	O-F-75696	Russula acrifolia	593[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS373-14	O-F-75697	Cystoderma carcharias	697[0n]	Validert	unite	
NOBAS374-14	O-F-75698	Clitopilus prunulus	635[0n]	Validert	unite	
NOBAS375-14	O-F-75701	Cortinarius multiformis	597[0n]	Validert	type	
NOBAS376-14	O-F-75702	Cortinarius laniger	499[0n]	Validert	ekspert	Balint Dima
NOBAS377-14	O-F-75703	Cortinarius agathosmus	501[0n]	Validert	ekspert	Balint Dima
NOBAS378-14	O-F-75704	Cortinarius vibratilis	0[n]	no sequence		
NOBAS379-14	O-F-75705	Cortinarius sp. BD07	652[0n]	Validert	ekspert	Balint Dima
NOBAS380-14	O-F-75706	Cortinarius xanthocephalus	595[0n]	Validert	unite, dendrogram	
NOBAS381-14	O-F-75707	Cortinarius caninus	643[1n]	Validert	ekspert	Balint Dima
NOBAS382-14	O-F-75708	Cortinarius subpaleaceus	350[0n]	Validert	ekspert	Balint Dima
NOBAS383-14	O-F-75709	Tricholoma frondosae	661[0n]	Validert	unite, dendrogram	
NOBAS384-14	O-F-75710	Hydnellum ferrugineum	423[0n]	Validert	unite	
NOBAS385-14	O-F-75711	Tricholoma vaccinum	375[0n]	Validert	unite	
NOBAS386-14	O-F-75712	Hypholoma capnoides	655[0n]	Validert	unite	
NOBAS387-14	O-F-75713	Cortinarius alpinus	455[0n]	Validert	ekspert	Balint Dima
NOBAS388-14	O-F-75714	Pleurotus sp.	635[1n]			
NOBAS389-14	O-F-75715	Boletopsis sp.	624[0n]			
NOBAS390-14	O-F-75716	Boletopsis leucomelaena	625[0n]	Validert	unite	
NOBAS391-14	O-F-75717	Cortinarius rubellus	654[0n]	Validert	unite	
NOBAS392-14	O-F-75718	Hygrocybe psittacina	0[n]	no sequence		
NOBAS393-14	O-F-75719	Tricholoma stans	655[0n]	Validert	ekspert	Jacob Heilmann-Clausen
NOBAS394-14	O-F-75720	Cortinarius umbrinolens	555[0n]	Validert	ekspert	Balint Dima
NOBAS395-14	O-F-75721	Tricholoma saponaceum	645[0n]	Validert	unite, dendrogram	
NOBAS396-14	O-F-75722	Lyophyllum shimeji	648[0n]	Validert	unite, dendrogram	
NOBAS397-14	O-F-75723	Russula adusta	642[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS398-14	O-F-75724	Cortinarius cinnamomeoluteus	611[0n]			
NOBAS399-14	O-F-75725	Lactarius pyrogalus	635[0n]	Validert	unite	
NOBAS400-14	O-F-75726	Cortinarius sp. TEB05	561[0n]	Validert		
NOBAS401-14	O-F-75727	Cortinarius cumatilis	647[0n]	Validert	ekspert	Balint Dima
NOBAS402-14	O-F-75728	Asterophora parasitica	640[0n]	Validert	unite	
NOBAS403-14	O-F-75729	Russula chloroides	660[0n]	Validert		
NOBAS404-14	O-F-75730	Sistotrema confluens	558[0n]	Validert	unite	
NOBAS406-14	O-F-75732	Suillus bovinus	663[0n]	Validert	unite	
NOBAS405-14	O-F-75731	Gomphidius roseus	579[0n]	Validert	unite	
NOBAS407-14	O-F-75733	Rhodocollybia sp.	691[0n]			
NOBAS408-14	O-F-75734	Clitocybe vibecina	644[0n]	Validert	ekspert	Pablo Alvarado
NOBAS409-14	O-F-75735	Postia caesia	598[0n]	Validert	unite	
NOBAS410-14	O-F-75736	Chlorophyllum sp.	675[0n]			
NOBAS411-14	O-F-75737	Galerina sideroides	678[0n]			
NOBAS412-14	O-F-75738	Cantharellula umbonata	667[0n]	Validert	unite	
NOBAS413-14	O-F-75739	Tricholomopsis rutilans	527[0n]	Validert	unite	
NOBAS414-14	O-F-75740	Tricholoma imbricatum	654[0n]	Validert	unite	
NOBAS415-14	O-F-75741	Lentinellus castoreus	0[n]	no sequence		
NOBAS416-14	O-F-75742	Lentinellus sp.	499[1n]			
NOBAS417-14	O-F-75743	Phlebia tremellosa	678[1n]	Validert	unite	
NOBAS418-14	O-F-75744	Flammulina sp.	606[0n]			
NOBAS419-14	O-F-75745	Stropharia sp.	650[0n]			
NOBAS420-14	O-F-75746	Hygrophorus olivaceoalbus	559[0n]	Validert	unite	
NOBAS421-14	O-F-75747	Crepidotus mollis	0[n]	no sequence		
NOBAS422-14	O-F-75748	Thelephora palmata	0[n]	no sequence		
NOBAS423-14	O-F-75749	Lactarius quieticolor	679[0n]	Validert	unite, dendrogram	
NOBAS424-14	O-F-75750	Cortinarius argutus	642[0n]	Validert	ekspert	Balint Dima
NOBAS425-14	O-F-75751	Cortinarius hinnuleus	334[0n]			
NOBAS426-14	O-F-75752	Cortinarius sp. BD18	565[0n]	Validert	ekspert	Balint Dima
NOBAS427-14	O-F-75753	Cortinarius uliginosus	648[2n]	Validert	unite	
NOBAS428-14	O-F-75754	Auricularia mesenterica	0[n]	no sequence		
NOBAS429-14	O-F-75755	Clitocybe nebularis	644[0n]	Validert	unite	
NOBAS430-14	O-F-75756	Infundibulicybe geotropa	654[0n]	Validert	unite	
NOBAS431-14	O-F-75757	Lactarius fluens	643[0n]	Validert	unite	
NOBAS432-14	O-F-75758	Ampulloclitocybe clavipes	466[0n]	Validert	unite	
NOBAS433-14	O-F-75759	Cortinarius phoeniceus	549[1n]	Validert	unite, type	
NOBAS435-14	O-F-75761	Cortinarius leucophanes	615[0n]	Validert	ekspert	Balint Dima
NOBAS434-14	O-F-75760	Piptoporus betulinus	623[0n]	Validert	unite	
NOBAS436-14	O-F-75762	Hypholoma fasciculare	656[0n]	Validert	unite	
NOBAS437-14	O-F-75763	Gloeophyllum odoratum	0[n]	no sequence		
NOBAS438-14	O-F-75764	Cortinarius gentilis	0[n]	no sequence		
NOBAS439-14	O-F-75765	Tricholoma aestuans	582[1n]	Validert	unite	
NOBAS440-14	O-F-75766	Infundibulicybe sp.	658[0n]			
NOBAS441-14	O-F-75767	Lepista irina	645[0n]	Validert	unite	
NOBAS442-14	O-F-75768	Fomitopsis pinicola	625[1n]	Validert	unite	
NOBAS443-14	O-F-75769	Bolbitius titubans	655[0n]	Validert	unite	
NOBAS444-14	O-F-75770	Typhula phacorrhiza	0[n]	no sequence		
NOBAS445-14	O-F-75771	Russula cremeoavellanea	0[n]	no sequence		
NOBAS446-14	O-F-75772	Russula fragilis	0[n]	no sequence		
NOBAS447-14	O-F-75773	Russula caerulea	662[0n]	Validert	unite	
NOBAS448-14	O-F-75774	Pseudohydnum gelatinosum	495[0n]	Validert	unite	
NOBAS449-14	O-F-75775	Cortinarius sp. BD06	658[0n]	Validert	ekspert	Balint Dima
NOBAS450-14	O-F-75776	Russula risigallina	664[1n]	Validert	unite, dendrogram	
NOBAS451-14	O-F-75777	Cortinarius purpurascens	639[0n]	Validert	type, ekspert	Balint Dima
NOBAS452-14	O-F-75778	Hypsizygus ulmarius	577[0n]	Validert	unite,  dendrogram	
NOBAS453-14	O-F-75779	Atheniella flavoalba	677[0n]	Validert	unite	
NOBAS454-14	O-F-75780	Hygrocybe coccinea	502[0n]	Validert	unite	
NOBAS455-14	O-F-75781	Tricholomopsis decora	481[0n]	Validert	unite, dendrogram	
NOBAS456-14	O-F-75782	Inocybe subnudipes	649[0n]	Validert	ekspert	Ellen Larsson
NOBAS457-14	O-F-75783	Cortinarius dolabratus	547[0n]	Validert	unite, ekspert	Balint Dima
NOBAS458-14	O-F-75784	Cortinarius rufoallutus	643[0n]	Validert	unite, type	
NOBAS459-14	O-F-75785	Ramaria pallida	614[0n]	Validert	ekspert	conf. Mika Toivonen
NOBAS460-14	O-F-75786	Russula sardonia	649[1n]	Validert	unite	
NOBAS461-14	O-F-75787	Entoloma ochreoprunuloides	621[0n]	Validert	ekspert	Brandrud, Dima
NOBAS462-14	O-F-75788	Entoloma griseoluridum	0[n]	no sequence		
NOBAS463-14	O-F-75789	Cortinarius neofurvolaesus	512[0n]	Validert	ekspert	Balint Dima
NOBAS464-14	O-F-75790	Russula atrorubens	656[0n]	Validert	unite	
NOBAS465-14	O-F-75791	Cortinarius suaveolens	630[0n]	Validert	ekspert	Balint Dima
NOBAS466-14	O-F-75792	Cortinarius elegantior	477[0n]	Validert	ekspert	Balint Dima
NOBAS467-14	O-F-75793	Inocybe leiocephala	455[1n]	Validert	unite	
NOBAS468-14	O-F-75794	Inocybe pelargonium	0[n]	no sequence		
NOBAS469-14	O-F-75795	Camarophyllopsis sp.	634[0n]			
NOBAS470-14	O-F-75796	Inonotus obliquus	0[n]	no sequence		
NOBAS471-14	O-F-75797	Tricholoma portentosum	658[0n]	Validert	unite	
NOBAS472-14	O-F-75798	Hymenogaster sp. TEB01	655[1n]			
NOBAS473-14	O-F-75799	Russula farinipes	443[0n]	Validert	unite	
NOBAS474-14	O-F-75800	Tricholoma saponaceum	609[0n]	Validert	unite, dendrogram	
NOBAS475-14	O-F-75801	Hebeloma aanenii	659[0n]	Validert	ekspert	Henry Beker
NORAM167-14	O-F-74927	Cortinarius fuscescens	547[0n]	Validert		
NORAM168-14	O-F-74928	Cortinarius subbalaustinus	550[0n]	Validert	unite, dendrogram	
NORAM169-14	O-F-74929	Cortinarius quarciticus	560[0n]	Validert	ekspert	Balint Dima
NORAM170-14	O-F-74930	Cortinarius sp.	634[0n]			Balint Dima
NORAM171-14	O-F-74931	Cortinarius microglobisporus	632[0n]	Validert	unite, dendrogram	
NORAM172-14	O-F-74932	Cortinarius sp. BD02	567[1n]	Validert	ekspert	Balint Dima
NORAM173-14	O-F-74933	Cortinarius balaustinus	600[1n]	Validert	unite, dendrogram	
NORAM174-14	O-F-74934	Cortinarius sp. BD02	536[0n]	Validert	ekspert	Balint Dima
NORAM175-14	O-F-74935	Cortinarius sp. BD17	551[0n]	Validert	ekspert	Balint Dima
NORAM176-14	O-F-74936	Cortinarius	0[n]			
NORAM177-14	O-F-74937	Cortinarius striaepilus	556[1n]			
NORAM178-14	O-F-74938	Cortinarius safranopes	527[0n]			
NORAM179-14	O-F-74940	Cortinarius sordidemaculatus	564[0n]	Validert	ekspert	Balint Dima
NORAM180-14	O-F-74944	Cortinarius conterminus	560[0n]	Validert	ekspert	Balint Dima
NORAM181-14	O-F-74945	Cortinarius fuscobovinaster	559[0n]			
NORAM182-14	O-F-74946	Cortinarius raphanoides	559[0n]	Validert	dendrogram, indirekte ekspert	
NORAM183-14	O-F-74947	Cortinarius saturninus	552[0n]	Validert	ekspert	Balint Dima
NORAM184-14	O-F-74948	Cortinarius flexibilifolius	523[1n]	Validert	ekspert	Balint Dima
NORAM185-14	O-F-74949	Cortinarius flexibilifolius	521[1n]	Validert	ekspert	Balint Dima
NORAM186-14	O-F-74950	Cortinarius	557[0n]	Validert	unite, dendrogram, ekspert	Balint Dima
NORAM187-14	O-F-74951	Cortinarius sp. BD31	519[0n]	Validert	ekspert	Balint Dima
NORAM188-14	O-F-74952	Cortinarius uraceisporis	524[0n]	Validert	dendrogram, indirekte ekspert	
NORAM189-14	O-F-74953	Cortinarius uraceisporis	516[0n]	Validert	dendrogram, indirekte ekspert	
NORAM190-14	O-F-74954	Cortinarius privignipallens	558[0n]	Validert	type	
NORAM191-14	O-F-74955	Cortinarius subtilis	505[0n]	Validert	unite	
NORAM192-14	O-F-74956	Cortinarius saturninus	522[6n]	Validert	ekspert	Balint Dima
NORAM193-14	O-F-74957	Cortinarius serratissimus	532[0n]	Validert	dendrogram, indirekte ekspert	
NORAM194-14	O-F-74958	Cortinarius caninoides	545[0n]	Validert	ekspert	Balint Dima
NORAM195-14	O-F-74959	Cortinarius fuscoumbrinus	555[0n]	Validert	dendrogram, indirekte ekspert	
NORAM196-14	O-F-74960	Cortinarius sp.	647[0n]			Balint Dima
NORAM197-14	O-F-74961	Cortinarius sp. BD05	560[0n]	Validert	ekspert	Balint Dima
NORAM198-14	O-F-74962	Cortinarius fuscescens	555[0n]	Validert		
NORAM199-14	O-F-74963	Cortinarius impennoides	557[0n]	Validert	dendrogram, indirekte ekspert	
NORAM200-14	O-F-74964	Cortinarius impennoides	557[0n]	Validert	dendrogram, indirekte ekspert	
NORAM201-14	O-F-74965	Cortinarius caninoides	561[1n]	Validert	ekspert	Balint Dima
NORAM202-14	O-F-74966	Cortinarius glandicolor	568[0n]	Validert	dendrogram, type	
NORAM203-14	O-F-74967	Cortinarius sp. BD15	459[0n]	Validert	ekspert	Balint Dima
NORAM204-14	O-F-74968	Cortinarius abiegnus	529[0n]	Validert	ekspert	Balint Dima
NORAM205-14	O-F-74969	Cortinarius	515[1n]	Validert	dendrogram, ekspert	Balint Dima
NORAM206-14	O-F-74970	Cortinarius biformis	558[1n]	Validert	ekspert	Balint Dima
NORAM207-14	O-F-74971	Cortinarius	508[0n]			
NORAM208-14	O-F-74972	Cortinarius	633[0n]			
NORAM209-14	O-F-74973	Lyophyllum	637[1n]			
NORAM210-14	O-F-74974	Flammulaster	581[0n]			
NORAM211-14	O-F-74975	Collybia asema	691[0n]			
NORAM212-14	O-F-74976	Cortinarius fuscescens	555[1n]	Validert		
NORAM213-14	O-F-74977	Pholiota	428[0n]			
NORAM214-14	O-F-74978	Cortinarius luteo-ornatus	568[0n]	Validert	type	
NORAM215-14	O-F-74979	Collybia butyracea	726[0n]			
NORAM216-14	O-F-74980	Cortinarius adustorimosus	583[1n]	Validert	ekspert	Balint Dima
NORAM217-14	O-F-74981	Cortinarius suberi	524[0n]	Validert	ekspert	Balint Dima
NORAM218-14	O-F-74982	Cortinarius illuminus	592[1n]			
NORAM219-14	O-F-74983	Cortinarius	558[0n]			
NORAM220-14	O-F-74984	Cortinarius mucifluus	658[0n]	Validert	ekspert	Balint Dima
NORAM221-14	O-F-74985	Cortinarius saturninus	522[0n]	Validert	ekspert	Balint Dima
NORAM222-14	O-F-74986	Cortinarius huronensis	645[0n]	Validert	unite, blast mot egne sekvenser	
NORAM223-14	O-F-74987	Cortinarius albovariegatus	583[0n]			
NORAM224-14	O-F-74988	Cortinarius impennoides	557[1n]	Validert	dendrogram, indirekte ekspert	
NORAM225-14	O-F-74989	Cortinarius balaustinus	601[0n]	Validert	unite, dendrogram	
NORAM226-14	O-F-74990	Cortinarius annae-maritae	555[0n]	Validert	unite	
NORAM227-14	O-F-152932	Collybia butyracea	0[n]			
NORAM228-14	O-F-152909	Collybia asema	0[n]			
NORAM229-14	O-F-74941	Ramaria rubrievanescens	637[0n]			
NORAM230-14	O-F-74942	Ramaria rubrievanescens	637[0n]			
NORAM231-14	O-F-121557	Ramaria boreimaxima	0[n]			
NORAM232-14	O-F-121580	Ramaria boreimaxima	512[1n]			
NORAM233-14	O-F-63166	Ramaria boreimaxima	431[0n]			
NORAM234-14	O-F-169875	Ramaria eosanguinea	656[1n]			
NORAM235-14	O-F-169674	Ramaria safraniolens	646[1n]			
NORAM236-14	O-F-169840	Ramaria safraniolens	646[0n]			
NORAM237-14	O-F-121600	Ramaria schildii	642[0n]			
NORAM238-14	O-F-8150	Ramaria eosanguinea	656[0n]			
NORAM239-14	O-F-121676	Ramaria aurea	0[n]			
NORAM240-14	O-F-370098	Ramaria sp.	0[n]			
NORAM241-14	O-F-169102	Ramaria sp.	488[1n]			
NORAM242-14	O-F-165911	Ramaria sp.	488[2n]			
NORAM243-14	O-F-166897	Ramaria sp.	0[n]			
NORAM244-14	O-F-166910	Ramaria flavoides	650[0n]			
NORAM245-14	O-F-165883	Ramaria flavoides	650[0n]			
NORAM246-14	O-F-167492	Ramaria subtilis	637[0n]			
NORAM247-14	O-F-166773	Ramaria sp.	617[0n]			
NORAM248-14	O-F-70692	Ramaria ignicolor	600[0n]			
NORAM249-14	O-F-289569	Ramaria eosanguinea	656[0n]			
NORAM250-14	O-F-284062	Ramaria subtilis	637[0n]			
NORAM251-14	O-F-293405	Ramaria eosanguinea	656[0n]			
NORAM252-14	O-F-84680	Ramaria rufescens	667[0n]			
NORAM253-14	O-F-74943	Ramaria neoformosa	670[0n]			
NORAM254-14	O-F-94022	Ramaria rubrievanescens	637[0n]			
NORAM255-14	O-F-171948	Ramaria rubripermanens sensu Christan	623[0n]			
NORAM256-14	O-F-223209	Ramaria botrytis	619[0n]			
NORAM257-14	O-F-370150	Ramaria rubrievanescens	637[0n]			
NORAM258-14	O-F-146090	Ramaria botrytis	625[0n]			
NORAM259-14	O-F-65967	Ramaria botrytis	595[1n]			
NORAM260-14	O-F-168954	Ramaria botrytis	625[0n]			
NORAM261-14	O-F-84679	Ramaria rubrievanescens	637[0n]			
NOBAS633-15	O-F-248155	Basidiodendron caesiocinereum	520[1n]			
NOBAS634-15	O-F-248156	Skeletocutis papyracea	634[0n]	Validert	unite	
NOBAS635-15	O-F-248157	Steccherinum ochraceum	639[0n]	Validert	unite	
NOBAS636-15	O-F-248158	Scytinostroma portentosum	517[0n]	Validert	unite	
NOBAS637-15	O-F-248159	Amanita citrina	637[1n]	Validert	unite	
NOBAS638-15	O-F-248160	Trechispora farinacea	369[1n]	Validert	unite	
NOBAS639-15	O-F-248161	Phellinus ferruginosus	643[3n]	Validert	unite	
NOBAS640-15	O-F-248162	Kneiffiella alutacea	576[1n]	Validert	unite	
NOBAS641-15	O-F-248163	Hyphodontia pallidula	634[0n]	Validert	unite	
NOBAS642-15	O-F-248164	Tomentella sp. KHL01	644[0n]	validert	unite, dendrogram	
NOBAS643-15	O-F-248165	Athelopsis glaucina	627[0n]	Validert	unite	
NOBAS644-15	O-F-248166	Trechispora cohaerens	641[0n]	Validert	unite, dendrogram	
NOBAS645-15	O-F-248167	Steccherinum fimbriatum	651[1n]	Validert	unite	
NOBAS646-15	O-F-248168	Peniophorella pallida	652[0n]	Validert	unite	
NOBAS647-15	O-F-248169	Ceraceomyces sp. KHL01	604[0n]			
NOBAS648-15	O-F-248170	Daedalea quercina	630[1n]	Validert	unite	
NOBAS649-15	O-F-248171	Trechispora hymenocystis	631[0n]	Validert	unite	
NOBAS650-15	O-F-248172	Vesiculomyces citrinus	707[0n]	Validert	unite	
NOBAS651-15	O-F-248173	Postia subcaesia	621[0n]	Validert	unite	
NOBAS652-15	O-F-248174	Phanerochaete laevis	634[5n]	Validert	unite	
NOBAS653-15	O-F-248175	Cortinarius caperatus	447[1n]	Validert	unite, dendrogram	
NOBAS654-15	O-F-248176	Cortinarius striaepilus	582[0n]			
NOBAS655-15	O-F-248177	Inocybe petiginosa	578[0n]	Validert	unite	
NOBAS656-15	O-F-248178	Poculum firmum	877[0n]	Validert	unite	
NOBAS657-15	O-F-248179	Lactarius lignyotus	643[0n]	Validert	unite	
NOBAS658-15	O-F-248180	Mycena vitilis	700[0n]	Validert	ekspert	Arne Aronsen
NOBAS659-15	O-F-248181	Cortinarius triumphans	656[0n]	Validert	sjekk	
NOBAS660-15	O-F-248182	Inocybe geophylla	162[0n]	Validert	ekspert	Ellen Larsson
NOBAS661-15	O-F-248183	Mycena inclinata	650[3n]	Validert	unite	
NOBAS662-15	O-F-248184	Tricholoma album	626[43n]	Validert	dendrogram	
NOBAS663-15	O-F-248185	Rhodocollybia butyracea	775[1n]	Validert	unite	
NOBAS664-15	O-F-248186	Tricholoma equestre	553[0n]		unite	
NOBAS665-15	O-F-248187	Gymnopus peronatus	746[0n]	Validert	unite	
NOBAS666-15	O-F-248188	Kuehneromyces mutabilis	693[0n]	Validert	unite	
NOBAS667-15	O-F-248189	Hebeloma sordescens	683[0n]	Validert	ekspert	Henry Beker
NOBAS668-15	O-F-248190	Tricholoma columbetta	688[1n]	Validert	unite	
NOBAS669-15	O-F-248191	Cortinarius anomalus	665[2n]	Validert	ekspert	Balint Dima
NOBAS670-15	O-F-248192	Tricholomopsis rutilans	544[0n]	Validert	unite	
NOBAS671-15	O-F-248193	Xylodon rimosissimus	632[0n]			
NOBAS672-15	O-F-248194	Tylospora asterophora	536[0n]			
NOBAS673-15	O-F-248195	Tomentellopsis echinospora	0[n]	no sequence		
NOBAS674-15	O-F-248196	Resinicium bicolor	507[0n]	Validert	unite	
NOBAS675-15	O-F-248197	Phlebia tremellosa	417[3n]	Validert	dendrogram	
NOBAS676-15	O-F-248198	Gloeoporus dichrous	632[0n]	Validert	unite	
NOBAS677-15	O-F-248199	Junghuhnia nitida	641[1n]	Validert	unite	
NOBAS678-15	O-F-248200	Amphinema byssoides	0[n]	no sequence		
NOBAS679-15	O-F-248201	Sistotrema confluens	518[2n]	Validert	unite	
NOBAS680-15	O-F-248202	Hyphodontia subalutacea	523[0n]	Validert	unite	
NOBAS681-15	O-F-248203	Hyphoderma roseocremeum	629[1n]	Validert		
NOBAS682-15	O-F-248204	Resinicium bicolor	523[0n]	Validert	unite	
NOBAS683-15	O-F-248205	Mycoacia fuscoatra	622[0n]	Validert	unite	
NOBAS684-15	O-F-248206	Phlebia rufa	621[0n]	Validert	unite	
NOBAS685-15	O-F-248207	Daedaleopsis confragosa	629[1n]	Validert	unite	
NOBAS686-15	O-F-248208	Datronia mollis	616[1n]	Validert	unite	
NOBAS687-15	O-F-248209	Cortinarius hinnuleus	585[0n]	Validert	sjekk	
NOBAS688-15	O-F-248210	Laccaria amethystina	674[0n]	Validert	unite	
NOBAS689-15	O-F-248211	Cortinarius disjungendus	372[0n]	Validert	unite, type, ekspert	Balint Dima
NOBAS690-15	O-F-248212	Tricholoma fulvum	677[1n]	Validert	unite	
NOBAS691-15	O-F-248213	Tricholoma sulphureum	660[0n]	Validert	unite	
NOBAS692-15	O-F-248214	Cortinarius sp. BD29	578[2n]	Validert	ekspert	Balint Dima
NOBAS693-15	O-F-248215	Cortinarius torvus	578[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS694-15	O-F-248216	Mycena rosea	673[0n]	Validert	unite	
NOBAS695-15	O-F-248217	Paxillus involutus	746[0n]	Validert	unite	
NOBAS696-15	O-F-248218	Lepista nuda	674[0n]	Validert	unite	
NOBAS697-15	O-F-248219	Geastrum pectinatum	566[0n]	Validert	unite	
NOBAS698-15	O-F-248220	Tricholoma atrosquamosum	603[0n]	Validert	unite	
NOBAS699-15	O-F-248221	Russula nigricans	666[0n]	Validert	unite	
NOBAS700-15	O-F-248222	Stropharia aeruginosa	670[0n]	Validert	unite	
NOBAS701-15	O-F-248223	Cortinarius napus	649[1n]	Validert	dendrogram, indirekte ekspert	
NOBAS702-15	O-F-248224	Lyophyllum inolens	660[0n]			Pablo Alvarado
NOBAS703-15	O-F-248225	Boletopsis leucomelaena	593[0n]	Validert	unite	
NOBAS704-15	O-F-248226	Cortinarius odhinnii	579[0n]			
NOBAS705-15	O-F-248227	Guepinia helvelloides	571[3n]	Validert	unite, dendrogram	
